UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,FRONT_FLAT,BACK_FLAT,FRONT_MODEL,BACK_MODEL,SIDE_MODEL,THREE_Q_MODEL,PRICE_TEXT,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZEN_PRICE,CASE_PRICE,PIECE_SALE_PRICE,DOZEN_SALE_PRICE,CASE_SALE_PRICE,SALE_START_DATE,SALE_END_DATE,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,CATALOG_COLOR,PRICE_CODE,PRODUCT_STATUS,TITLE_IMAGE,BRAND_NAME,KEYWORDS,CATEGORY
"1381271","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_3q_012019.jpg","Size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","XS","0.26","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138127","1","Navy","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381272","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_3q_012019.jpg","Size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","S","0.28","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138127","2","Navy","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381273","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_3q_012019.jpg","Size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","M","0.31","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138127","3","Navy","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381274","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_3q_012019.jpg","Size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","L","0.32","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138127","4","Navy","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381275","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_3q_012019.jpg","Size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","XL","0.39","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138127","5","Navy","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381281","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_navy_model_3q_012019.jpg","Size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_navy_model_front_012019.jpg","2XL","0.46","7.26","7.26","7.26","4.06","4.06","4.06","2023-02-08","2050-12-30","36","138128","1","Navy","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381291","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_3q_012019.jpg","Size","Heather Lake Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherLakeBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","XS","0.26","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138129","1","Hthr Lake Blue","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381292","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_3q_012019.jpg","Size","Heather Lake Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherLakeBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","S","0.28","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138129","2","Hthr Lake Blue","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381293","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_3q_012019.jpg","Size","Heather Lake Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherLakeBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","M","0.31","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138129","3","Hthr Lake Blue","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381294","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_3q_012019.jpg","Size","Heather Lake Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherLakeBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","L","0.32","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138129","4","Hthr Lake Blue","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381295","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_3q_012019.jpg","Size","Heather Lake Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherLakeBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","XL","0.39","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138129","5","Hthr Lake Blue","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381301","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_heatherlakeblue_model_3q_012019.jpg","Size","Heather Lake Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherLakeBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_heatherlakeblue_model_front_012019.jpg","2XL","0.46","7.26","7.26","7.26","4.06","4.06","4.06","2023-02-08","2050-12-30","36","138130","1","Hthr Lake Blue","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381311","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_3q_012019.jpg","Size","Black Aqua","https://cdnm.sanmar.com/swatch/gifs/AmAp_BlackAqua.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_blackaqua_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_blackaqua_model_front_012019.jpg","XS","0.26","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138131","1","Black Aqua","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381312","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_3q_012019.jpg","Size","Black Aqua","https://cdnm.sanmar.com/swatch/gifs/AmAp_BlackAqua.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_blackaqua_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_blackaqua_model_front_012019.jpg","S","0.28","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138131","2","Black Aqua","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
"1381313","American Apparel Poly-Cotton T-Shirt. BB401W","3.7-ounce  50/50 poly/combed ring spun cotton  36 singles     Tear-away label     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","BB401W","Unisex Sizes: S-2XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/BB401WTN.jpg","https://cdnm.sanmar.com/catalog/images/BB401Wsw.jpg","https://cdnm.sanmar.com/catalog/images/BB401W.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/BB401W_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_front_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_back_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_side_012019.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2018/f14/BB401W_blackaqua_model_3q_012019.jpg","Size","Black Aqua","https://cdnm.sanmar.com/swatch/gifs/AmAp_BlackAqua.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2018/f14/BB401W_blackaqua_model_front_012019.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2018/f14/BB401W_blackaqua_model_front_012019.jpg","M","0.31","5.62","5.62","5.62","3.16","3.16","3.16","2023-02-08","2050-12-30","72","138131","3","Black Aqua","A/P","Discontinued","","American Apparel","50/50 collection  ringspun  combed cotton  poly","T-Shirts ",
