UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,FRONT_FLAT,BACK_FLAT,FRONT_MODEL,BACK_MODEL,SIDE_MODEL,THREE_Q_MODEL,PRICE_TEXT,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZEN_PRICE,CASE_PRICE,PIECE_SALE_PRICE,DOZEN_SALE_PRICE,CASE_SALE_PRICE,SALE_START_DATE,SALE_END_DATE,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,CATALOG_COLOR,PRICE_CODE,PRODUCT_STATUS,TITLE_IMAGE,BRAND_NAME,KEYWORDS,CATEGORY
"2420331","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_forest_model_side.jpg","","size","Forest","https://cdnm.sanmar.com/swatch/gifs/AmAp_Forest.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_forest_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_forest_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242033","1","ForestGrn","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420341","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_grass_model_side.jpg","","size","Grass","https://cdnm.sanmar.com/swatch/gifs/AmAp_Grass.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_grass_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_grass_model_front.jpg","XS","0.28","3.04","3.04","3.04","2.66","2.66","2.66","2023-08-29","2050-12-30","72","242034","1","Grass","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420351","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_heathergrey_model_side.jpg","","size","Heather Grey","https://cdnm.sanmar.com/swatch/gifs/AmAp_HeatherGrey.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_heathergrey_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_heathergrey_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242035","1","HthrGrey","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420361","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_kellygreen_model_side.jpg","","size","Kelly Green","https://cdnm.sanmar.com/swatch/gifs/AmAp_KellyGreen.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_kellygreen_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_kellygreen_model_front.jpg","XS","0.28","3.04","3.04","3.04","2.66","2.66","2.66","2023-08-29","2050-12-30","72","242036","1","KellyGreen","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420371","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lapis_model_side.jpg","","size","Lapis","https://cdnm.sanmar.com/swatch/gifs/AmAp_Lapis.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_lapis_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_lapis_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242037","1","Lapis","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420381","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lieutenant_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lieutenant_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lieutenant_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lieutenant_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_lieutenant_model_side.jpg","","size","Lieutenant","https://cdnm.sanmar.com/swatch/gifs/AmAp_Lieutenant.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_lieutenant_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_lieutenant_model_front.jpg","XS","0.28","3.04","3.04","3.04","2.66","2.66","2.66","2023-08-29","2050-12-30","72","242038","1","Lieutenant","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420401","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_navy_model_side.jpg","","size","Navy","https://cdnm.sanmar.com/swatch/gifs/AmAp_Navy.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_navy_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_navy_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242040","1","Navy","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420411","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_newsilver_model_side.jpg","","size","New Silver","https://cdnm.sanmar.com/swatch/gifs/AmAp_NewSilver.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_newsilver_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_newsilver_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242041","1","NewSilver","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420421","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_orange_model_side.jpg","","size","Orange","https://cdnm.sanmar.com/swatch/gifs/AmAp_Orange.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_orange_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_orange_model_front.jpg","XS","0.28","3.04","3.04","3.04","2.66","2.66","2.66","2023-08-29","2050-12-30","72","242042","1","Orange","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420431","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_purple_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_purple_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_purple_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_purple_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_purple_model_side.jpg","","size","Purple","https://cdnm.sanmar.com/swatch/gifs/AmAp_Purple.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_purple_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_purple_model_front.jpg","XS","0.28","3.04","3.04","3.04","2.66","2.66","2.66","2023-08-29","2050-12-30","72","242043","1","Purple","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420441","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_red_model_side.jpg","","size","Red","https://cdnm.sanmar.com/swatch/gifs/AmAp_Red.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_red_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_red_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242044","1","Red","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420451","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_royalblue_model_side.jpg","","size","Royal Blue","https://cdnm.sanmar.com/swatch/gifs/AmAp_RoyalBlue.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_royalblue_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_royalblue_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242045","1","RoyalBlue","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420461","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_slate_model_side.jpg","","size","Slate","https://cdnm.sanmar.com/swatch/gifs/AmAp_Slate.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_slate_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_slate_model_front.jpg","XS","0.28","3.04","3.04","3.04","2.66","2.66","2.66","2023-08-29","2050-12-30","72","242046","1","Slate","A/P","Discontinued","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420471","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_teal_model_side.jpg","","size","Teal","https://cdnm.sanmar.com/swatch/gifs/AmAp_Teal.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_teal_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_teal_model_front.jpg","XS","0.28","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242047","1","Teal","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420481","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_white_model_side.jpg","","size","White","https://cdnm.sanmar.com/swatch/gifs/AmAp_White.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_white_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_white_model_front.jpg","XS","0.28","5.55","5.55","4.55","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242048","1","White","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
"2420491","American Apparel Fine Jersey Unisex T-Shirt 2001","4.3-ounce  100% combed ring spun US cotton  30 singles     90/10 combed ring spun cotton/poly (Heather Grey)     99/1 combed ring spun cotton/poly (Ash Grey)     100% cotton thread on White     Tear Away label; transitioning to recycled material     Shoulder-to-shoulder taping     Relaxed fit side-seamed body","2001","Unisex Sizes: XS-3XL","https://cdnm.sanmar.com/catalog/images/AmericanApparelheader.jpg","https://cdnm.sanmar.com/catalog/images/2001TN.jpg","https://cdnm.sanmar.com/catalog/images/2001sw.jpg","https://cdnm.sanmar.com/catalog/images/2001.jpg","https://www.apparelvideos.com/images/specsheet/pdf/specsheet/2001_specsheet.pdf","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_ashgrey_flat_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_ashgrey_flat_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_ashgrey_model_front.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_ashgrey_model_back.jpg","https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/2001_ashgrey_model_side.jpg","","size","Ash Grey","https://cdnm.sanmar.com/swatch/gifs/AmAp_Ashgrey.gif","https://cdnm.sanmar.com/catalog/images/imglib/catl/2023/f7/2001_ashgrey_model_front.jpg","https://cdnm.sanmar.com/cache/altview/imglib/catl/2023/f7/2001_ashgrey_model_front.jpg","S","0.31","5.54","5.54","4.54","3.79","3.79","3.79","2025-03-10","2025-03-15","72","242049","1","AshGrey","A/P","Active","","American Apparel","ring spun  100% cotton","T-Shirts ",
